Rank,Name,Race,Class,Guild,Faction,Realm,Region,Zone,Spec,SimDPS
273,Uvax,Blood Elf,Rogue,Adapt,Horde,Area 52,US,,Outlaw,12959.70
274,Synki,Void Elf,Rogue,In Time,Alliance,Antonidas,EU,DE,Subtlety,12959.50
275,Андэфф,Undead,Rogue,Овертайм,Horde,Ревущий фьорд,EU,RU,Subtlety,12958.60
276,Rôllo,Blood Elf,Rogue,Use Your Imagination,Horde,Zul'jin,US,,Subtlety,12957.70
277,Rôllo,Blood Elf,Rogue,Use Your Imagination,Horde,Zul'jin,US,,Subtlety,12957.70
278,Shauni,Undead,Rogue,Not Sure If Trolling,Horde,Ragnaros,EU,,Subtlety,12957.40
279,Leõn,Undead,Rogue, ,Horde,Draenor,EU,,Outlaw,12956.20
280,Aaragonneo,Blood Elf,Monk,Lethal,Horde,Thunderhorn,US,,Windwalker,12955.90
281,Райну,Void Elf,Rogue,Люкс Анима,Alliance,Дракономор,EU,RU,Outlaw,12955.40
282,Ecchi,Blood Elf,Rogue,Tilted,Horde,Laughing Skull,US,,Outlaw,12955.10
283,Snikjarn,Blood Elf,Rogue,Enmity,Horde,Stormscale,EU,,Outlaw,12954.60
284,Feîtan,Blood Elf,Rogue,Shoot Again,Horde,Ysondre,EU,FR,Subtlety,12954.20
285,Susânoo,Blood Elf,Rogue,Sacred,Horde,Moon Guard,US,,Subtlety,12953.90
286,Mandosz,Blood Elf,Rogue,Quit,Horde,Kazzak,EU,,Subtlety,12953.30
287,Eigen,Troll,Rogue,Nocturnal Supremacy,Horde,Twisting Nether,EU,,Subtlety,12952.80
288,Futaba,Blood Elf,Rogue,Redridge GoonSquad,Horde,Draka,US,,Outlaw,12952.30
289,Robotica,Human,Rogue,Gulch Trotters,Alliance,Frostmourne,OC,,Outlaw,12951.60
290,Rìva,Blood Elf,Monk,Moo Tang,Horde,Illidan,EU,FR,Windwalker,12950.60
291,Specialistt,Dwarf,Rogue, ,Alliance,Sargeras,US,,Subtlety,12950.40
292,Helloqtcake,Night Elf,Rogue, ,Alliance,Hyjal,EU,FR,Outlaw,12948.20
293,Lyngodty,Human,Rogue,Synergy,Alliance,Die ewige Wacht,EU,DE,Subtlety,12948.10
294,Ryosun,Void Elf,Monk,Vigil,Alliance,Sargeras,US,,Windwalker,12947.20
295,Ïllidank,Blood Elf,Demon Hunter,The Spectrum,Horde,Draenor,EU,,Havoc,12946.60
296,Rodijak,Blood Elf,Rogue,Xanadu,Horde,Twisting Nether,EU,,Subtlety,12946.60
297,Xariiz,Blood Elf,Rogue,Limit,Horde,Illidan,US,,Subtlety,12946.30
298,Lastwhisper,Human,Rogue,Divide et Imperâ,Alliance,Antonidas,EU,DE,Subtlety,12945.90
299,Sicaria,Undead,Rogue,Convention,Horde,Onyxia,EU,DE,Subtlety,12945.40
299,Kasemeister,Human,Rogue,Simplicité,Alliance,Korgath,US,,Subtlety,12945.40
301,Joeroguein,Undead,Rogue, ,Horde,Suramar,US,,Outlaw,12944.90
302,Rektase,Blood Elf,Rogue,Salty Peaches,Horde,Blackmoore,EU,DE,Subtlety,12944.20
303,Wojih,Blood Elf,Rogue,Broken Mind,Horde,Azshara,EU,DE,Outlaw,12943.20
304,Cmonbruh,Void Elf,Rogue,PWNY Express,Alliance,Blutkessel,EU,DE,Subtlety,12942.80
305,Amufu,Pandaren,Rogue,Alaus Namai,Horde,Kazzak,EU,,Subtlety,12942.50
306,Rogba,Blood Elf,Rogue,Solitari,Horde,Well of Eternity,EU,,Subtlety,12939.60
307,Test,Undead,Rogue,Wenches Kantine,Horde,Draenor,EU,,Subtlety,12939.30
308,Ziruj,Blood Elf,Rogue,pathetic,Horde,Thrall,EU,DE,Subtlety,12937.50
309,Jmurdah,Orc,Rogue,Loyal,Horde,Kil'Jaeden,US,,Subtlety,12936.80
310,Dahlià,Human,Rogue,Loot moi si tu peux,Alliance,Hyjal,EU,FR,Subtlety,12934.90
311,Supersparks,Troll,Rogue,Mist,Horde,Area 52,US,,Subtlety,12933.70
312,Syntaxx,Undead,Rogue,Fellowship,Horde,Silvermoon,US,,Subtlety,12932.30
313,Kaeclya,Human,Rogue, ,Alliance,Outland,EU,,Subtlety,12932.20
314,Pîxel,Void Elf,Rogue,In Omnia Paratus,Alliance,Well of Eternity,EU,,Subtlety,12931.30
315,Exyz,Blood Elf,Rogue,Hypnotic,Horde,Area 52,US,,Subtlety,12931.10
316,Egeszsegere,Human,Rogue,One of Us,Alliance,Ravencrest,EU,,Subtlety,12930.50
317,Raketentoast,Troll,Rogue,KARTOFFELFABRIK,Horde,Blackrock,EU,DE,Subtlety,12929.90
318,Clutche,Blood Elf,Rogue,Zandalari Bobsled ..,Horde,Area 52,US,,Subtlety,12928.60
319,Homebakedxyz,Blood Elf,Rogue,Jaded,Horde,Mal'Ganis,US,,Subtlety,12928.60
320,Mínkee,Blood Elf,Rogue,Echelon,Horde,Arygos,EU,DE,Outlaw,12928.10
321,Phrantík,Blood Elf,Rogue,Varied,Horde,Blackmoore,EU,DE,Subtlety,12927.80
322,Cached,Void Elf,Rogue,No Big Deal,Alliance,Stormrage,US,,Outlaw,12927.50
323,Daftmonkey,Human,Monk,Zeroes to Heroes,Alliance,Stormrage,US,,Windwalker,12926.60
324,Leafa,Blood Elf,Rogue,Fire Equals Haste ..,Horde,Archimonde,US,,Outlaw,12926.50
325,Dirtydanñ,Blood Elf,Rogue,Unafe,Horde,Alterac Mountains,US,,Outlaw,12926.50
326,Drdietrich,Blood Elf,Rogue,primus,Horde,Mal'Ganis,EU,DE,Subtlety,12925.30
327,Навивосмёрка,Orc,Rogue,Вертолёт позади избы,Horde,Ревущий фьорд,EU,RU,Subtlety,12924.50
328,Kalera,Void Elf,Monk,Ascendance,Alliance,Alonsus,EU,,Windwalker,12923.30
329,Infight,Nightborne,Rogue,Brünne und Federkiel,Horde,Kult der Verdammten,EU,DE,Subtlety,12923.20
330,Knufel,Blood Elf,Rogue,Fantasmagoria,Horde,Burning Legion,EU,,Subtlety,12921.90
331,Monesalot,Undead,Rogue,Dont Release,Horde,Mug'thol,US,,Subtlety,12921.50
332,Grummz,Undead,Rogue,Rum Ham,Horde,Zul'jin,US,,Outlaw,12919.80
333,Fistsister,Gnome,Monk,League of Best Fri..,Alliance,Jubei'Thos,OC,,Windwalker,12919.40
334,Fyrugue,Blood Elf,Rogue,Oracle,Horde,Twisting Nether,EU,,Subtlety,12919.40
335,Fnixi,Troll,Rogue,Rooster Ranch,Horde,Lightning's Blade,EU,,Outlaw,12919.30
336,Scorning,Nightborne,Rogue,Rigged,Horde,Thrall,US,,Outlaw,12917.90
337,Mønkas,Blood Elf,Monk,Uimakoulu Titanic,Horde,Stormreaver,EU,,Windwalker,12917.20
338,Drsoma,Blood Elf,Rogue,Tsu,Horde,Tichondrius,US,,Outlaw,12915.80
339,Kikolindo,Troll,Hunter,Entangled Roots Tr..,Horde,Aggra,EU,,Survival,12915.40
340,Losertalk,Human,Monk,KingZone,Alliance,Stormrage,US,,Windwalker,12915.30
341,Нешипе,Human,Rogue,ИНКВИЗИТОРЫ,Alliance,Галакронд,EU,RU,Subtlety,12915.20
342,Эсэксай,Void Elf,Rogue,Конфедерация Азерота,Alliance,Гордунни,EU,RU,Subtlety,12914.60
343,Grimsx,Troll,Rogue, ,Horde,Twisting Nether,EU,,Outlaw,12913.40
344,Meguy,Blood Elf,Rogue,PTSD,Horde,Deathwing,US,,Subtlety,12912.30
345,Ramtamrogue,Blood Elf,Rogue,Sinister Fate,Horde,Blackhand,EU,DE,Subtlety,12911.90
346,Potatobandit,Blood Elf,Rogue,When Dreams Become..,Horde,Illidan,US,,Subtlety,12911.80
347,Vivio,Blood Elf,Rogue,Not Afraid,Horde,Blackrock,EU,DE,Subtlety,12911.50
348,Màxus,Blood Elf,Rogue,Supremacy,Horde,Well of Eternity,EU,,Subtlety,12911.20
349,Axcennts,Blood Elf,Monk,Rise,Horde,Zul'jin,US,,Windwalker,12911.10
350,Shreddinssi,Undead,Rogue,Error Code,Horde,Burning Legion,EU,,Subtlety,12910.80
351,Twiceasnice,Undead,Rogue,Magnitude,Horde,Barthilas,OC,,Outlaw,12910.20
352,Corstro,Undead,Rogue,Lethal,Horde,Thunderhorn,US,,Outlaw,12910.10
353,Zedwerd,Dwarf,Rogue,Bonus Stage,Alliance,Stormrage,US,,Subtlety,12909.70
354,Nalanì,Night Elf,Rogue,Ardens Anima,Alliance,Die Todeskrallen,EU,DE,Subtlety,12909.30
355,Jihl,Blood Elf,Rogue,Voïd,Horde,Hyjal,EU,FR,Outlaw,12909.10
356,Silence,Night Elf,Rogue,Dark Side of Elune,Alliance,Aerie Peak,US,,Subtlety,12908.80
357,Iamdog,Nightborne,Rogue,Inner Somnia,Horde,Ragnaros,EU,,Subtlety,12908.40
358,Benny,Gnome,Monk,Night Owl,Alliance,Darkspear,US,,Windwalker,12907.60
359,Shiyanâ,Blood Elf,Rogue,Area ThirtyOne,Horde,Eredar,EU,DE,Outlaw,12907.30
360,Décu,Blood Elf,Rogue,Frog Rises,Horde,Sargeras,EU,FR,Outlaw,12906.40
361,Kilthydh,Blood Elf,Demon Hunter,Immune,Horde,Sanguino,EU,ES,Havoc,12905.60
362,Twoshankz,Troll,Rogue,Disciples of Grey,Horde,Kilrogg,US,,Outlaw,12903.30
363,Rezielkràz,Blood Elf,Rogue,Accursed,Horde,Archimonde,EU,FR,Subtlety,12903.20
364,Rhasalgül,Orc,Hunter,Déjà pris,Horde,Ysondre,EU,FR,Survival,12903.20
365,Botistab,Blood Elf,Rogue,Restricted,Horde,Sargeras,EU,FR,Subtlety,12903.10
366,Twoshankz,Troll,Rogue,DREAM Whitney,Horde,Bleeding Hollow,US,,Outlaw,12902.90
367,Ассалам,Blood Elf,Rogue,Имбалансед,Horde,Ясеневый лес,EU,RU,Outlaw,12902.80
368,Simplify,Human,Rogue,Vindicatum,Alliance,Icecrown,US,,Subtlety,12902.80
369,Nbx,Blood Elf,Rogue,Salty,Horde,Blackhand,EU,DE,Subtlety,12902.70
370,Uelox,Blood Elf,Rogue,no idea,Horde,Illidan,US,,Outlaw,12902.40
371,Stabzerath,Orc,Rogue,Keep Calm,Horde,Spirestone,US,,Subtlety,12900.60
372,Cuchiog,Dwarf,Rogue,Loot FTW,Alliance,Ravencrest,EU,,Subtlety,12900.40
373,Bummels,Blood Elf,Rogue,Northwind,Horde,Mannoroth,EU,DE,Subtlety,12899.90
374,Feii,Blood Elf,Rogue,Placeholder,Horde,Nathrezim,US,,Subtlety,12899.80
375,Clashtime,Blood Elf,Rogue,Deadly Momentum,Horde,Ragnaros,EU,,Subtlety,12899.10
376,Нэвирил,Night Elf,Rogue,У беляша,Alliance,Гордунни,EU,RU,Subtlety,12898.80
377,Параболка,Pandaren,Rogue,Рак Гейминг,Horde,Король,EU,RU,Subtlety,12898.40
378,Waøua,Blood Elf,Rogue,BlackLotus,Horde,Ysondre,EU,FR,Outlaw,12898.30
379,Blitzmonk,Blood Elf,Monk,Salty Spitoon,Horde,Thrall,EU,DE,Windwalker,12897.10
380,Mállang,Blood Elf,Rogue,DMG,Horde,Illidan,US,,Subtlety,12896.90
381,Bulletproof,Human,Monk,Twisted Haven,Alliance,Aman'Thul,OC,,Windwalker,12896.80
382,Âqua,Night Elf,Rogue,Beyond The Flames,Alliance,Stormrage,US,,Subtlety,12896.70
383,Shurikyn,Night Elf,Rogue,Dysfunctional,Alliance,Sargeras,US,,Subtlety,12896.20
384,Tubsmcguinty,Night Elf,Rogue,Aftermath,Alliance,Dalaran,US,,Outlaw,12895.90
385,Lundry,Blood Elf,Rogue,Last Instance,Horde,Thrall,EU,DE,Subtlety,12895.60
386,Акселий,Void Elf,Rogue,Последний Оплот Св..,Alliance,Гордунни,EU,RU,Subtlety,12895.20
387,Thaýa,Blood Elf,Monk,Invalid Target,Horde,Ragnaros,EU,,Windwalker,12895.20
388,Lactated,Tauren,Monk,vodkaz,Horde,Zul'jin,US,,Windwalker,12894.10
389,Dralcho,Pandaren,Monk,Mithril Knights,Horde,Hellscream,EU,,Windwalker,12893.20
390,Sendri,Night Elf,Rogue,Larmes de Hadès,Alliance,Dalaran,EU,FR,Subtlety,12892.90
391,Fravy,Orc,Rogue,Yikez,Horde,Proudmoore,US,,Outlaw,12891.80
391,Sjampiee,Blood Elf,Rogue, ,Horde,Draenor,EU,,Outlaw,12891.50
393,Suspenders,Dwarf,Monk,BIG CITY LIFE,Alliance,Darkspear,EU,,Windwalker,12889.80
394,Zod,Dwarf,Monk,Bon Weir,Alliance,Darkspear,US,,Windwalker,12889.70
395,Kavansp,Blood Elf,Rogue,Safety Dance,Horde,Argent Dawn,EU,,Subtlety,12888.90
396,Stabeusz,Orc,Rogue,Way to Toxic,Horde,Burning Legion,EU,,Subtlety,12888.80
397,Qianbei,Blood Elf,Monk,Way to Toxic,Horde,Burning Legion,EU,,Windwalker,12888.10
398,Qrymé,Undead,Rogue,Rise and Shine,Horde,Blackmoore,EU,DE,Outlaw,12887.80
399,Bloodyfight,Blood Elf,Monk,So Much Discussion,Horde,Blackmoore,EU,DE,Windwalker,12887.80
400,Абисалблэйд,Night Elf,Rogue,Рубль идёт вверх,Alliance,Черный Шрам,EU,RU,Subtlety,12887.10
401,Saberina,Blood Elf,Rogue,Malus Nexu,Horde,Firetree,US,,Outlaw,12886.70
402,Xînâ,Blood Elf,Monk,Accelerated,Horde,Frostwolf,EU,DE,Windwalker,12885.80
403,Varân,Undead,Rogue,Imperîum,Horde,Hyjal,EU,FR,Outlaw,12883.70
404,Xianshu,Blood Elf,Rogue,Fangs of Fenris,Horde,Blackmoore,EU,DE,Subtlety,12883.50
405,Aldiron,Orc,Rogue,Deadbeat Dads,Horde,Zul'jin,US,,Subtlety,12882.60
406,Ryleh,Blood Elf,Rogue, ,Horde,Eredar,EU,DE,Subtlety,12882.30
407,Gaùge,Undead,Rogue,Abolish,Horde,Barthilas,OC,,Subtlety,12882.10
408,Саберзет,Human,Rogue,Последний Оплот Св..,Alliance,Гордунни,EU,RU,Outlaw,12881.70
409,Дешёваяпочка,Blood Elf,Rogue,Мисклик,Horde,Ревущий фьорд,EU,RU,Outlaw,12881.30
410,Отецдвух,Blood Elf,Rogue,Эден,Horde,Свежеватель Душ,EU,RU,Outlaw,12881.20
411,Tåndy,Void Elf,Monk,Lets Get Toxic,Alliance,Stormrage,US,,Windwalker,12880.40
412,Fèint,Orc,Rogue,At What Cost,Horde,Emerald Dream,US,,Subtlety,12879.70
413,Изометрия,Night Elf,Rogue,Аргус,Alliance,Азурегос,EU,RU,Outlaw,12879.40
414,Caleos,Nightborne,Rogue,Work and Income,Horde,Barthilas,OC,,Subtlety,12879.40
415,Pinkbelt,Blood Elf,Monk,Security,Horde,Tarren Mill,EU,,Windwalker,12878.70
416,Nonsensical,Blood Elf,Rogue,OG Feedback,Horde,Bloodhoof,EU,,Outlaw,12878.70
417,Cthuulu,Troll,Warlock,Unleashed,Horde,Hyjal,EU,FR,Affliction,12878.40
418,Hyphxo,Blood Elf,Rogue,Aurora Nox,Horde,Kazzak,EU,,Subtlety,12878.40
419,Leeflow,Pandaren,Monk,Rise Above,Horde,Azralon,US,BR,Windwalker,12877.50
420,Fengo,Troll,Warlock,Mystic Wipes,Horde,Thrall,EU,DE,Affliction,12877.40
421,Buhcoon,Void Elf,Rogue,Alpha,Alliance,Whisperwind,US,,Outlaw,12877.20
422,Хикаре,Void Elf,Rogue,Рубль идёт вверх,Alliance,Черный Шрам,EU,RU,Outlaw,12875.90
423,Kaldur,Blood Elf,Rogue,knows nothing,Horde,Thrall,EU,DE,Outlaw,12875.30
424,Ixory,Blood Elf,Rogue,ComeBack,Horde,Archimonde,EU,FR,Subtlety,12871.40
425,Irishbum,Troll,Warlock,Nihilism,Horde,Draenor,EU,,Affliction,12871.30
426,Альдана,Blood Elf,Monk,Веригуд,Horde,Ревущий фьорд,EU,RU,Windwalker,12868.80
427,Roguesockan,Pandaren,Rogue,Efficiency,Horde,Ragnaros,EU,,Outlaw,12868.60
428,Paradiseone,Human,Hunter, ,Alliance,Magtheridon,US,,Survival,12868.10
429,Kkrit,Blood Elf,Rogue,Flawless,Horde,Frostwolf,EU,DE,Outlaw,12867.50
430,Клинтфи,Human,Rogue,Люкс Анима,Alliance,Дракономор,EU,RU,Outlaw,12867.50
431,Джастстен,Undead,Rogue,Мёд,Horde,Свежеватель Душ,EU,RU,Outlaw,12866.10
432,Roguejerd,Blood Elf,Rogue,Gray Parses,Horde,Illidan,US,,Outlaw,12865.90
433,Miniath,Blood Elf,Rogue,Leviathan,Horde,Hyjal,US,,Subtlety,12865.80
434,Ðìssì,Blood Elf,Monk,Last Try,Horde,Nemesis,EU,,Windwalker,12865.70
435,Alaizabel,Blood Elf,Rogue,Project,Horde,Kazzak,EU,,Subtlety,12865.70
436,Evïsz,Blood Elf,Rogue,NonSense,Horde,Blackrock,EU,DE,Subtlety,12862.80
437,Anno,Human,Rogue,Menethil Yacht Club,Alliance,Argent Dawn,EU,,Subtlety,12862.30
438,Rakuzu,Troll,Warlock,Happy Accidents,Horde,Area 52,US,,Affliction,12861.80
439,Skywz,Orc,Monk,Niebelungen,Horde,Khaz Modan,EU,FR,Windwalker,12860.40
440,Mutiláte,Blood Elf,Rogue,Primal,Horde,Kazzak,EU,,Outlaw,12860.30
441,Aviren,Night Elf,Rogue,Archangel,Alliance,Moon Guard,US,,Subtlety,12860.20
442,Mediate,Blood Elf,Rogue,Korruptio,Horde,Stormreaver,EU,,Subtlety,12859.30
443,Rizist,Troll,Rogue,Broken Mind,Horde,Azshara,EU,DE,Subtlety,12858.60
444,Devì,Night Elf,Rogue,Reputable,Alliance,Frostmourne,OC,,Subtlety,12858.60
445,Gorefeather,Gnome,Rogue,Stormwind Fried Ch..,Alliance,Ravencrest,EU,,Outlaw,12858.50
446,Zefr,Undead,Rogue,Death Penalty,Horde,Stormreaver,US,,Subtlety,12857.10
447,Scarlette,Blood Elf,Rogue,The Tied Knot,Horde,Lightning's Blade,US,,Subtlety,12856.40
448,Vahyair,Blood Elf,Rogue,Three Hops This Time,Horde,Stormreaver,US,,Subtlety,12856.10
449,Cóóby,Human,Rogue,Casually Competent,Alliance,Sargeras,US,,Outlaw,12855.70
450,Maykry,Human,Rogue,Business Class,Alliance,Sargeras,US,,Subtlety,12855.20
451,Sravtwo,Blood Elf,Rogue,Heuristics,Horde,Bleeding Hollow,US,,Subtlety,12855.20
452,Нтерра,Blood Elf,Rogue,Девять,Horde,Ревущий фьорд,EU,RU,Outlaw,12854.30
453,Andersun,Blood Elf,Rogue,On The Spectrum,Horde,Barthilas,OC,,Subtlety,12853.60
454,Menthesucrée,Blood Elf,Rogue,Illuzion,Horde,Hyjal,EU,FR,Subtlety,12853.20
455,Swärles,Undead,Rogue,Angered,Horde,Draenor,EU,,Subtlety,12852.90
456,Gléowan,Blood Elf,Rogue,Vibe,Horde,Blackmoore,EU,DE,Outlaw,12852.70
457,Anticipates,Blood Elf,Rogue,Anger,Horde,Illidan,US,,Outlaw,12852.30
458,Darrosh,Void Elf,Rogue,Comfort Eagle,Alliance,Azuremyst,US,,Outlaw,12849.30
459,Revamps,Undead,Rogue,Too Bad for Glad,Horde,Kil'Jaeden,US,,Outlaw,12848.20
460,Pushnoir,Orc,Rogue,Colour,Horde,Dragonmaw,EU,,Subtlety,12848.10
461,Джэйзо,Void Elf,Rogue,Бруталити,Alliance,Гордунни,EU,RU,Subtlety,12847.90
462,Slyfa,Night Elf,Rogue,Lucky Druids Inside,Alliance,Antonidas,EU,DE,Subtlety,12847.80
463,Méliôs,Blood Elf,Rogue,Border Line,Horde,Dalaran,EU,FR,Subtlety,12847.70
464,Tannedntite,Blood Elf,Rogue,Spearmint Rhino LV,Horde,Illidan,US,,Subtlety,12847.50
465,Ceverion,Blood Elf,Rogue,Mutineers,Horde,Stormscale,EU,,Subtlety,12847.40
466,Ытьыть,Night Elf,Rogue,Вертиго,Alliance,Гордунни,EU,RU,Outlaw,12845.10
467,Skorp,Troll,Mage,NO CHANGES,Horde,Mal'Ganis,US,,Arcane,12845.10
468,Thieved,Undead,Rogue,Abandon Ship,Horde,Area 52,US,,Subtlety,12844.50
469,Hawtnspicy,Blood Elf,Rogue,Friendship Parsing,Horde,Mal'Ganis,US,,Subtlety,12844.50
470,Memori,Nightborne,Rogue,Dunkles Blut,Horde,Anub'arak,EU,DE,Outlaw,12844.30
471,Lepoof,Orc,Rogue,Luce,Horde,Draenor,EU,,Subtlety,12843.80
472,Osank,Blood Elf,Rogue,Capital Vices,Horde,Eredar,US,,Outlaw,12843.80
473,Heyimyoshyy,Blood Elf,Rogue,Amici,Horde,Draenor,EU,,Outlaw,12843.60
474,Disturbed,Orc,Rogue,Never Surrender,Horde,Azshara,EU,DE,Subtlety,12842.70
475,Methodmini,Blood Elf,Rogue,Limit,Horde,Illidan,US,,Subtlety,12842.60
476,Windwalking,Blood Elf,Monk,Nerd Rage,Horde,Tichondrius,US,,Windwalker,12841.90
477,Sunnstriker,Troll,Warlock,Astounding,Horde,Blackhand,EU,DE,Affliction,12841.80
478,Zuliane,Troll,Hunter,Demons,Horde,Blackrock,EU,DE,Survival,12841.70
479,Yrleen,Blood Elf,Hunter,Omega,Horde,Sanguino,EU,ES,Survival,12840.90
480,Упсоид,Void Elf,Rogue, ,Alliance,Гордунни,EU,RU,Subtlety,12838.90
481,Mappr,Blood Elf,Rogue,Nurfed,Horde,Tichondrius,US,,Outlaw,12838.70
482,Anka,Night Elf,Rogue,E T H E R I A L,Alliance,Dun Modr,EU,ES,Subtlety,12837.90
483,Centurion,Blood Elf,Rogue,Crippling Progress..,Horde,Thrall,US,,Subtlety,12837.40
484,Kreay,Undead,Rogue,Slow Motion,Horde,Ysondre,EU,FR,Subtlety,12837.30
485,Xaíl,Blood Elf,Paladin,Awake,Horde,Eredar,EU,DE,Retribution,12837.30
486,Arwender,Void Elf,Rogue,Völkisch,Alliance,Ravencrest,EU,,Subtlety,12837.30
487,Dpsveryslow,Void Elf,Rogue,Conclave,Alliance,Silvermoon,EU,,Subtlety,12835.70
488,Liprogue,Blood Elf,Rogue,Limit,Horde,Illidan,US,,Subtlety,12834.20
489,Друледок,Troll,Hunter,Эден,Horde,Свежеватель Душ,EU,RU,Survival,12833.20
490,Iilzono,Troll,Monk,When Fat Kids Attack,Horde,Tarren Mill,EU,,Windwalker,12833.10
491,Dorleloriel,Blood Elf,Rogue,Epic Wipe,Horde,Ragnaros,US,,Subtlety,12832.20
492,Авардд,Undead,Rogue,Асе,Horde,Свежеватель Душ,EU,RU,Outlaw,12831.70
493,Monkãs,Blood Elf,Monk,Nerds,Horde,Twisting Nether,EU,,Windwalker,12831.70
494,Аллекто,Blood Elf,Rogue,Бегущие по Лезвию,Horde,Ревущий фьорд,EU,RU,Subtlety,12831.50
495,Gluteusguard,Blood Elf,,Substance,Horde,Mal'Ganis,US,,Frost,12829.80
496,Dankfish,Blood Elf,Monk,Mainframe,Horde,Tarren Mill,EU,,Windwalker,12828.20
497,Asîsts,Blood Elf,Rogue,Gray Parse Theory,Horde,Bleeding Hollow,US,,Outlaw,12826.70
498,Sebbii,Blood Elf,Monk,SNYGGA POJKAR,Horde,Twisting Nether,EU,,Windwalker,12826.50
499,Yrettab,Undead,Rogue,Ascended,Horde,Illidan,US,,Subtlety,12826.30
500,Laleo,Blood Elf,Rogue,Myst,Horde,Draenor,EU,,Outlaw,12825.30
501,Йокан,Troll,Rogue,Зайцы,Horde,Ревущий фьорд,EU,RU,Outlaw,12825.10
502,Crushijijij,Undead,Rogue,Azeroth Border Con..,Horde,Blackmoore,EU,DE,Subtlety,12824.40
503,Empy,Blood Elf,Rogue,This Game is SO Hard,Horde,Illidan,US,,Outlaw,12824.30
504,Grippo,Human,Rogue,Divided We Fall,Alliance,Saurfang,EU,,Outlaw,12823.80
505,Selko,Blood Elf,Rogue,Crows,Horde,Drak'thul,EU,,Outlaw,12823.50
506,Syl,Blood Elf,Warlock,Avoid,Horde,Festung der Stürme,EU,DE,Affliction,12823.40
507,Phue,Blood Elf,Monk,Synthesis,Horde,Turalyon,US,,Windwalker,12823.10
508,Pazzie,Orc,Rogue,Without Respect,Horde,Hyjal,EU,FR,Outlaw,12822.10
509,Kanoux,Human,Rogue,DRUM,Alliance,Hyjal,EU,FR,Subtlety,12821.90
510,Хому,Blood Elf,Rogue,Великие Инквизиторы,Horde,Свежеватель Душ,EU,RU,Outlaw,12821.60
511,Kareniusc,Blood Elf,Rogue,Calculated,Horde,Onyxia,EU,DE,Subtlety,12821.60
512,Inârogue,Blood Elf,Rogue,Slack N Die,Horde,Hyjal,EU,FR,Outlaw,12820.70
513,Foreverguy,Blood Elf,Rogue,Yup,Horde,Mal'Ganis,US,,Subtlety,12819.70
514,Souljà,Troll,Warlock,Waít for it,Horde,Ysondre,EU,FR,Affliction,12819.60
515,Venomrush,Void Elf,Rogue,Bloody Avenge,Alliance,Blackmoore,EU,DE,Subtlety,12819.40
516,Биллиджио,Undead,Rogue,Маршрутка до Оргри..,Horde,Ревущий фьорд,EU,RU,Subtlety,12819.20
517,Rieko,Void Elf,Rogue,Phoenix Continuum,Alliance,Well of Eternity,EU,,Subtlety,12817.90
518,Zan,Blood Elf,Rogue,Misplaced,Horde,Burning Legion,EU,,Subtlety,12817.70
519,Munkefár,Blood Elf,Rogue,Bird is the Word,Horde,Frostwhisper,EU,,Subtlety,12817.70
520,Oggex,Blood Elf,Rogue,Godsen,Horde,Draenor,EU,,Subtlety,12817.60
521,Shinzaemon,Troll,Warlock,False,Horde,Twisting Nether,EU,,Affliction,12816.70
522,Velaana,Blood Elf,Demon Hunter,Panta Rheî,Horde,Drak'thul,EU,,Havoc,12816.70
523,Vanish,Blood Elf,Rogue,Unlucky,Horde,Jubei'Thos,OC,,Outlaw,12815.10
524,Monscape,Human,Warlock,Rude Awakening,Alliance,Whisperwind,US,,Affliction,12814.50
525,Ano,Blood Elf,Rogue,Ego,Horde,Saurfang,OC,,Subtlety,12814.40
526,Shakytrickz,Blood Elf,Rogue,Keep Calm,Horde,Firetree,US,,Subtlety,12814.30
527,Cyraxe,Undead,Rogue,The Mafia,Horde,Frostwolf,US,,Outlaw,12813.80
528,Exui,Pandaren,Rogue,EMP,Horde,Blackrock,EU,DE,Outlaw,12813.60
529,Kagnyx,Human,Rogue,Reputable,Alliance,Frostmourne,OC,,Outlaw,12813.50
530,Gunnur,Void Elf,Rogue,Alliance Lives Mat..,Alliance,Scilla,US,,Subtlety,12812.50
531,Reev,Void Elf,Rogue, ,Alliance,Hyjal,EU,FR,Subtlety,12812.30
532,Darkosgar,Troll,Rogue,Moo Tang,Horde,Illidan,EU,FR,Outlaw,12811.60
533,Stubkill,Blood Elf,Rogue,Multipass,Horde,Hyjal,US,,Outlaw,12811.60
534,Kokokoko,Orc,Rogue, ,Horde,Mal'Ganis,US,,Subtlety,12811.50
535,Noies,Human,Hunter,Flex Army,Alliance,Silvermoon,EU,,Survival,12811.10
536,Telekinetic,Blood Elf,Rogue,Concordance,Horde,Thrall,US,,Outlaw,12811.10
537,Кериана,Void Elf,Rogue,Одержимость,Alliance,Азурегос,EU,RU,Subtlety,12809.50
538,Джабсен,Undead,Monk,Мегсу,Horde,Свежеватель Душ,EU,RU,Windwalker,12808.10
539,Zore,Human,Rogue,Veneration,Alliance,Antonidas,EU,DE,Subtlety,12807.80
540,Aleyn,Blood Elf,Rogue,no effort,Horde,Azshara,EU,DE,Subtlety,12806.90
541,Moxflip,Human,Monk,Stay Down,Alliance,Sargeras,US,,Windwalker,12806.80
542,Minusrogue,Blood Elf,Rogue,wgm,Horde,Blackrock,EU,DE,Outlaw,12806.40
