Rank,Name,Race,Class,Guild,Faction,Realm,Region,Zone,Spec,SimDPS
1,Gakr,Blood Elf,Rogue,Pickle Palace,Horde,Illidan,US,,Subtlety,13575.50
2,Syltburken,Void Elf,Rogue,Sick Six Stack,Alliance,Sylvanas,EU,,Subtlety,13528.10
3,Yungtortolan,Pandaren,Rogue,Autumn,Horde,Kil'Jaeden,US,,Outlaw,13475.60
4,Thyminde,Blood Elf,Hunter,This is Fine,Horde,Ragnaros,EU,,Survival,13471.50
5,Курэм,Void Elf,Rogue,Эксодия,Alliance,Гордунни,EU,RU,Subtlety,13433.10
6,Cerit,Blood Elf,Monk,Error Code,Horde,Burning Legion,EU,,Windwalker,13429.60
7,Saryero,Undead,Rogue,Severed,Horde,Gorgonnash,EU,DE,Outlaw,13412.20
8,Distorted,Void Elf,Rogue, ,,Silvermoon,EU,,Outlaw,13411.50
9,Jermac,Void Elf,Rogue,Elevenfold,Alliance,Stormrage,US,,Outlaw,13407.40
10,Shánkd,Blood Elf,Rogue,Hoax,Horde,Kazzak,EU,,Subtlety,13402.50
11,Doomstab,Human,Rogue,So Toxic,Alliance,Dun Modr,EU,ES,Subtlety,13384.40
12,Greph,Undead,Rogue,Clique,Horde,Draenor,EU,,Subtlety,13382.70
13,Hanrake,Blood Elf,Rogue,Practice Makes Per..,Horde,Burning Legion,EU,,Subtlety,13356.30
14,Treedyr,Blood Elf,Rogue,Hypocrisy,Horde,Twisting Nether,EU,,Subtlety,13351.10
15,Джераа,Human,Rogue,У беляша,Alliance,Гордунни,EU,RU,Outlaw,13298.10
16,Yani,Blood Elf,Rogue,Naga stole my wife,Horde,Frostwolf,EU,DE,Subtlety,13296.10
17,Daggz,Blood Elf,Rogue,Melee Mechanics,Horde,Illidan,US,,Subtlety,13295.50
18,Envenoms,Undead,Rogue,MRK,Horde,Kazzak,EU,,Outlaw,13294.90
19,Metzlì,Dwarf,Rogue,Betrayal,Alliance,Frostmourne,OC,,Subtlety,13286.50
20,Sìlk,Orc,Rogue,Blacklisted,Horde,Kil'Jaeden,US,,Outlaw,13280.10
21,Smullpirate,Blood Elf,Rogue, ,,Hyjal,US,,Subtlety,13277.30
22,Nvrwastaken,Blood Elf,Rogue,Synthesis,Horde,Turalyon,US,,Subtlety,13258.10
23,Matawoer,Blood Elf,Rogue,Rise,Horde,Zul'jin,US,,Outlaw,13255.60
24,Roguehowl,Blood Elf,Rogue,Sundering,Horde,Sanguino,EU,ES,Subtlety,13255.40
25,Кройфель,Blood Elf,Rogue,Зайцы,Horde,Ревущий фьорд,EU,RU,Outlaw,13246.20
26,Fenkov,Troll,Rogue,Error Code,Horde,Burning Legion,EU,,Outlaw,13243.50
27,Omr,Blood Elf,Rogue,Oblivion,Horde,Bleeding Hollow,US,,Subtlety,13240.20
28,Malf,Goblin,Rogue,Vengeance,Horde,Ragnaros,EU,,Outlaw,13237.90
29,Serendepityz,Human,Monk,Indestructible,Alliance,Kel'Thuzad,US,,Windwalker,13235.40
30,Boxplox,Pandaren,Rogue,Ctrl Alt Elitè,Horde,Barthilas,OC,,Subtlety,13230.30
31,Rèdcliffe,Void Elf,Rogue, ,,Well of Eternity,EU,,Subtlety,13230.30
32,Kusûnagi,Void Elf,Rogue,peonpointcom,Alliance,Hyjal,EU,FR,Subtlety,13229.90
33,Nøki,Blood Elf,Rogue,Synergy,Horde,Bleeding Hollow,US,,Subtlety,13229.90
34,Insomniaxd,Blood Elf,Rogue,Gronks,Horde,Barthilas,OC,,Subtlety,13229.80
35,Nerucx,Human,Rogue,Disarray,Alliance,Ravencrest,EU,,Subtlety,13228.20
36,Massivz,Blood Elf,Rogue,Waít for it,Horde,Ysondre,EU,FR,Subtlety,13227.40
37,Princæss,Night Elf,Rogue,The Inner Circle,Alliance,The Maelstrom,EU,,Subtlety,13226.50
38,Atobuh,Blood Elf,Rogue,NO CHANGES,Horde,Mal'Ganis,US,,Subtlety,13216.80
39,Silentveil,Void Elf,Rogue,Game Over,Alliance,Proudmoore,US,,Subtlety,13216.40
40,Leõna,Blood Elf,Rogue,Vicious N Delicious,Horde,Draenor,EU,,Outlaw,13212.70
41,Alzurax,Blood Elf,Rogue,Evil Awareness,Horde,Malfurion,EU,DE,Subtlety,13210.50
42,Ghosudaz,Undead,Rogue,Witness,Horde,Draenor,EU,,Subtlety,13201.30
43,Onyahard,Blood Elf,Rogue,Vengeance,Horde,Ragnaros,EU,,Subtlety,13192.50
44,Jenlogx,Blood Elf,Rogue,Ex Elysium,Horde,Kult der Verdammten,EU,DE,Subtlety,13187.20
45,Sidney,Blood Elf,Rogue,Animus,Horde,Thaurissan,OC,,Subtlety,13182.60
46,Rãzxd,Night Elf,Rogue,Depthcore,Alliance,Ravencrest,EU,,Subtlety,13182.40
47,Vyo,Blood Elf,Rogue,PathFinders,Horde,Burning Legion,EU,,Subtlety,13180.50
48,Dizpy,Blood Elf,Rogue, ,,Blackrock,EU,DE,Outlaw,13178.10
49,Dakmoor,Orc,Rogue,Luna Wolves,Horde,Kazzak,EU,,Outlaw,13171.90
50,Dawnsx,Blood Elf,Rogue,Ascended,Horde,Illidan,US,,Subtlety,13169.20
51,Imawizardxd,Orc,Warlock,Error Code,Horde,Burning Legion,EU,,Affliction,13168.30
52,Kokushi,Blood Elf,Rogue,Bloom,Horde,Draenor,EU,,Subtlety,13159.30
53,Statice,Human,Rogue,Equilibrium,Alliance,Conseil des Ombres,EU,FR,Subtlety,13156.50
54,Morîo,Void Elf,Rogue,Myth,Alliance,Blackmoore,EU,DE,Subtlety,13155.20
55,Chpz,Void Elf,Rogue,La Communauté de S..,Alliance,Hyjal,EU,FR,Subtlety,13154.10
56,Bhî,Blood Elf,Monk,MRK,Horde,Kazzak,EU,,Windwalker,13145.70
57,Celasi,Blood Elf,Rogue,Innominatum,Horde,Twisting Nether,EU,,Subtlety,13144.30
58,Chrylm,Blood Elf,Rogue,Hoax,Horde,Kazzak,EU,,Subtlety,13143.80
59,Praíi,Undead,Rogue,Feel the Difference,Horde,Blackmoore,EU,DE,Subtlety,13142.60
60,Kungpowa,Human,Monk,Dominion,Alliance,Stormrage,US,,Windwalker,13141.70
61,Hiddenzera,Blood Elf,Rogue,Spectrum,Horde,Azralon,US,BR,Subtlety,13139.70
62,Pillier,Blood Elf,Rogue,Raiding Rainbows,Horde,Illidan,US,,Subtlety,13139.70
63,Dara,Void Elf,Rogue,NerdzZ,Alliance,Madmortem,EU,DE,Outlaw,13130.20
64,Рентабельная,Void Elf,Rogue,Объятие света,Alliance,Дракономор,EU,RU,Subtlety,13128.50
65,Shadowdager,Night Elf,Rogue,No Hard Feelings,Alliance,Silvermoon,EU,,Subtlety,13128.20
66,Bóbô,Blood Elf,Rogue,Inner Fury,Horde,Twisting Nether,EU,,Subtlety,13125.30
67,Rânax,Void Elf,Rogue, ,,Die Aldor,EU,DE,Subtlety,13124.90
68,Roguepizza,Blood Elf,Rogue,Eternity,Horde,Dark Iron,US,,Subtlety,13124.80
69,Srihead,Blood Elf,Monk,Paradigm,Horde,Draenor,EU,,Windwalker,13122.60
70,Cupric,Undead,Rogue,Dont Die,Horde,Zul'jin,US,,Subtlety,13122.20
71,Paradiseone,Human,Hunter,Dinner Time,Alliance,Stormrage,US,,Survival,13119.40
72,Nanashí,Blood Elf,Rogue,Carnage,Horde,Twisting Nether,EU,,Subtlety,13119.20
73,Stealthsham,Pandaren,Rogue,G I T G U D,Horde,Barthilas,OC,,Outlaw,13118.60
74,Zhaax,Pandaren,Rogue,Back to Business,Horde,Cho'gall,EU,FR,Subtlety,13113.20
75,Lichao,Pandaren,Monk,Divine Edge,Alliance,Quel'Thalas,EU,,Windwalker,13105.10
76,Sák,Void Elf,Rogue,Ineffable,Alliance,Turalyon,EU,,Subtlety,13102.80
77,Взлик,Undead,Rogue,Жнецы Душ,Horde,Ясеневый лес,EU,RU,Subtlety,13102.10
78,Jjq,Tauren,Monk, ,,Kazzak,EU,,Windwalker,13100.80
79,Seechlock,Troll,Warlock,NO CHANGES,Horde,Mal'Ganis,US,,Affliction,13100.10
80,Krews,Blood Elf,Rogue,High Five,Horde,Area 52,US,,Subtlety,13094.70
81,Unrest,Human,Rogue,Tiger Rebels,Alliance,Antonidas,EU,DE,Outlaw,13094.40
82,Näeh,Human,Rogue,Nouvel Ordre,Alliance,Confrérie du Thorium,EU,FR,Subtlety,13093.20
83,Nurux,Pandaren,Rogue,Reload,Alliance,Dalaran,US,,Outlaw,13091.20
84,Ninee,Pandaren,Rogue,Synthesize,Horde,Turalyon,US,,Subtlety,13091.20
85,Kâneki,Blood Elf,Rogue,Valyrian,Horde,Kil'Jaeden,US,,Subtlety,13090.60
86,Cenyikes,Orc,Hunter,Toast,Horde,Area 52,US,,Survival,13087.90
87,Lemonjooce,Orc,Rogue,Acheron,Horde,Tarren Mill,EU,,Subtlety,13087.30
88,Mintyrg,Night Elf,Rogue,Menethil Yacht Club,Alliance,Argent Dawn,EU,,Subtlety,13087.30
89,Shàdowblade,Void Elf,Rogue,Cute Anime Girls,Alliance,Frostmourne,OC,,Outlaw,13086.90
90,Bullsquid,Human,Rogue,ChuckleVision,Alliance,Lightbringer,EU,,Outlaw,13086.30
91,Soaks,Night Elf,Rogue,Formality,Alliance,Proudmoore,US,,Subtlety,13083.80
92,Tekagi,Blood Elf,Rogue,Accession,Horde,Mal'Ganis,US,,Outlaw,13082.10
93,Araatax,Blood Elf,Rogue,Legacy Reborn,Horde,Area 52,US,,Subtlety,13081.50
94,Raizz,Undead,Rogue,Cult of the Doomed,Horde,Emeriss,EU,,Subtlety,13080.20
95,Kenschu,Troll,Rogue,Store More,Horde,Eredar,EU,DE,Outlaw,13072.40
96,Zytax,Blood Elf,Rogue,Medieval,Horde,Illidan,US,,Subtlety,13072.20
97,ßandit,Undead,Rogue,WipeClub,Horde,Twilight's Hammer,EU,,Subtlety,13071.50
98,Snakemen,Void Elf,Rogue,Eldritch,Alliance,Silvermoon,EU,,Subtlety,13070.20
99,Lolae,Human,Rogue,Rampage,Alliance,Dalaran,EU,FR,Subtlety,13069.60
100,Thegirth,Orc,Rogue,Eternal Vindication,Horde,Illidan,US,,Outlaw,13068.60
101,Shomee,Blood Elf,Rogue,Zanity,Horde,Tarren Mill,EU,,Subtlety,13067.10
102,Eruedraith,Blood Elf,Rogue,Dont Release,Horde,Firetree,US,,Outlaw,13065.80
103,Shadowmaster,Blood Elf,Rogue,Resonate,Horde,Bleeding Hollow,US,,Outlaw,13065.10
104,Feron,Undead,Monk,Saunan Taakse,Horde,Stormreaver,EU,,Windwalker,13060.90
105,Oceanography,Void Elf,Rogue,Disdain,Alliance,Draenor,US,,Subtlety,13058.10
106,Dacoroque,Blood Elf,Rogue,lemon,Horde,Eredar,EU,DE,Subtlety,13057.90
107,Семпл,Human,Rogue,Потому что можем,Alliance,Гордунни,EU,RU,Outlaw,13056.40
108,Imogine,Human,Rogue,The Dragon Order,Alliance,Thunderhorn,EU,,Outlaw,13055.80
109,Naratox,Blood Elf,Rogue,Eat Me,Horde,Thrall,EU,DE,Subtlety,13051.50
110,Normìe,Blood Elf,Rogue,Raiding Rainbows,Horde,Illidan,US,,Outlaw,13051.50
111,Nelyel,Blood Elf,Rogue,Pulse,Horde,Kult der Verdammten,EU,DE,Subtlety,13050.50
112,Beyonce,Undead,Rogue,Samhällets Bottens..,Horde,Twisting Nether,EU,,Subtlety,13049.70
113,Prestoki,Void Elf,Rogue,No Hope For Humanity,Alliance,Frostmourne,OC,,Subtlety,13048.50
114,Shizan,Human,Monk,ShapeShift,Alliance,Silvermoon,EU,,Windwalker,13047.60
115,Whereismatt,Blood Elf,Rogue,Sundering,Horde,Zul'jin,EU,ES,Outlaw,13046.40
116,Shiphi,Blood Elf,Rogue,Reload,Horde,Sanguino,EU,ES,Subtlety,13044.80
117,Thicclegs,Blood Elf,Rogue,Anomaly,Horde,Azralon,US,BR,Subtlety,13044.50
118,Rents,Pandaren,Rogue,Something Wrong,Horde,Stormscale,EU,,Subtlety,13042.80
119,Completed,Night Elf,Rogue,Chaotic Serenity,Alliance,Frostmourne,OC,,Subtlety,13041.90
120,Saltunter,Human,Hunter,The Inner Circle,Alliance,The Maelstrom,EU,,Survival,13041.20
121,Easy,Human,Rogue,Gesangsverein Gold..,Alliance,Die Aldor,EU,DE,Subtlety,13040.80
122,Enniana,Blood Elf,Rogue,Prôphêcy,Horde,Eredar,EU,DE,Subtlety,13039.60
123,Няшныйтрапик,Void Elf,Rogue,Один раз не Кул Ти..,Alliance,Гордунни,EU,RU,Outlaw,13039.60
124,Bearpong,Pandaren,Monk,OOB,Alliance,Kael'thas,US,,Windwalker,13039.50
125,Vaxlldan,Orc,Rogue,Concept,Horde,Tichondrius,US,,Subtlety,13037.90
126,Луну,Void Elf,Rogue,Аструм,Alliance,Гордунни,EU,RU,Outlaw,13037.70
127,Punchyface,Dwarf,Monk,Tune Up,Alliance,Auchindoun,EU,,Windwalker,13036.60
128,Sléffmann,Undead,Rogue,Det Bare Banter,Horde,Tarren Mill,EU,,Outlaw,13036.60
129,Cjei,Blood Elf,Rogue,Synergy,Horde,Bleeding Hollow,US,,Subtlety,13035.90
130,Monnistab,Blood Elf,Rogue,Korruptio,Horde,Stormreaver,EU,,Subtlety,13035.80
131,Frannus,Blood Elf,Rogue,Amused to Death,Horde,Defias Brotherhood,EU,,Subtlety,13034.60
132,Divyara,Blood Elf,Monk,K o R,Horde,Malfurion,EU,DE,Windwalker,13032.70
133,Zeo,Human,Rogue,Crimson,Alliance,Nagrand,OC,,Subtlety,13031.70
134,Depters,Void Elf,Rogue,Get Well Soon,Alliance,Sargeras,US,,Subtlety,13028.50
135,Rank,Blood Elf,Rogue,What A Gamer,Horde,Illidan,US,,Subtlety,13028.50
136,Evnzrog,Blood Elf,Rogue,Pieces,Horde,Draenor,EU,,Outlaw,13026.90
137,Skelmz,Undead,Rogue,Substance,Horde,Draenor,EU,,Outlaw,13026.20
138,Feyo,Undead,Rogue,Feyo,Horde,Magtheridon,EU,,Subtlety,13024.50
139,Kosoku,Blood Elf,Rogue, ,,Stormscale,EU,,Subtlety,13022.50
140,Foulïane,Blood Elf,Rogue,Chicken Kiss,Horde,Ysondre,EU,FR,Outlaw,13022.30
141,Дрейзх,Void Elf,Rogue,Нэйчерал Селекшн,Alliance,Гордунни,EU,RU,Subtlety,13022.10
142,Grolix,Gnome,Rogue,Dinner Time,Alliance,Stormrage,US,,Outlaw,13020.70
143,Quietstep,Blood Elf,Rogue,BURN,Horde,Azralon,US,BR,Subtlety,13019.30
144,Sanojlol,Blood Elf,Rogue,VAC,Horde,Tarren Mill,EU,,Subtlety,13017.50
145,Nox,Blood Elf,Rogue,Empîre,Horde,Temple noir,EU,FR,Subtlety,13015.50
146,Rammonk,Blood Elf,Monk,vodkaz,Horde,Zul'jin,US,,Windwalker,13013.10
147,Blackshark,Void Elf,Rogue,Finally,Alliance,Arthas,EU,DE,Outlaw,13012.20
148,Lâïynê,Blood Elf,Rogue,ToYz,Horde,Archimonde,EU,FR,Subtlety,13011.20
149,Baytore,Troll,Warlock,Guiles Theme Song,Horde,Mal'Ganis,US,,Affliction,13009.20
150,Phakeout,Blood Elf,Rogue,Plummit,Horde,Illidan,US,,Outlaw,13006.50
151,Кэйдрин,Blood Elf,Rogue,Девять,Horde,Ревущий фьорд,EU,RU,Subtlety,13005.90
152,Lazormnzxxtv,Undead,Rogue,Antisocial,Horde,Draenor,EU,,Subtlety,13004.70
153,Verrug,Human,Rogue,Triggered,Alliance,Argent Dawn,EU,,Subtlety,13002.60
154,Æscy,Blood Elf,Rogue,NonSense,Horde,Blackrock,EU,DE,Outlaw,13001.50
155,Wutack,Blood Elf,Rogue, ,,Ragnaros,EU,,Outlaw,13001.10
156,Lakraki,Blood Elf,Rogue,Divergent,Horde,Tarren Mill,EU,,Subtlety,12999.50
157,Amrogue,Undead,Rogue,Nascent,Horde,Emerald Dream,US,,Subtlety,12999.10
158,Djargo,Nightborne,Rogue,Inner Fury,Horde,Twisting Nether,EU,,Subtlety,12998.40
159,Gothgfgodx,Blood Elf,Rogue,Scuffed,Horde,Twisting Nether,EU,,Subtlety,12997.80
160,Shub,Blood Elf,Rogue,EnRaGe,Horde,Nemesis,EU,,Outlaw,12997.60
161,Pxxl,Undead,Rogue,Ex Deus,Horde,Ragnaros,EU,,Outlaw,12996.40
162,Padok,Orc,Monk,Rito and Friends,Horde,Barthilas,OC,,Windwalker,12995.50
163,Сатинари,Human,Rogue,Последний Оплот Св..,Alliance,Гордунни,EU,RU,Subtlety,12993.50
164,Cmonbruh,Void Elf,Rogue,PWNY Express,Alliance,Blutkessel,EU,DE,Subtlety,12992.90
165,Navs,Blood Elf,Rogue,Nascent,Horde,Emerald Dream,US,,Outlaw,12992.60
166,Weedfists,Blood Elf,Monk,Might,Horde,Zul'jin,US,,Windwalker,12992.40
167,Kesmet,Blood Elf,Monk,Guiles Theme Song,Horde,Mal'Ganis,US,,Windwalker,12991.70
168,Cerasi,Blood Elf,Rogue,Työmaa,Horde,Stormreaver,EU,,Subtlety,12991.60
169,Sathrovarr,Human,Rogue,Vindicatum,Alliance,Icecrown,US,,Subtlety,12991.10
170,Cynthería,Orc,Rogue,Dedicated Casuals,Horde,Eredar,EU,DE,Subtlety,12990.70
171,Prevail,Blood Elf,Rogue,Fragment,Horde,Stormscale,EU,,Subtlety,12989.60
172,Swaprebme,Blood Elf,Rogue,The Wall,Horde,Emerald Dream,US,,Subtlety,12988.60
173,Lewingdon,Undead,Rogue,The Next Step,Horde,Twisting Nether,EU,,Subtlety,12985.70
174,Despacitotoo,Pandaren,Rogue, ,,Stormrage,US,,Outlaw,12985.70
175,Cúll,Human,Rogue,Avenger,Alliance,Frostmourne,OC,,Outlaw,12984.30
176,Gehå,Human,Rogue,Tribe of Protagoni..,Alliance,Frostmane,EU,,Subtlety,12982.40
177,Dizzyblade,Dwarf,Rogue,aggressive,Alliance,Blackmoore,EU,DE,Subtlety,12981.40
178,Danyo,Blood Elf,Rogue, ,,Argent Dawn,US,,Outlaw,12981.20
179,Feyo,Undead,Rogue,The Brigade,Horde,The Maelstrom,EU,,Subtlety,12980.70
180,Seraliya,Human,Warlock,Choices,Alliance,Antonidas,EU,DE,Affliction,12979.90
181,Zâz,Night Elf,Rogue,Listen,Alliance,Frostmourne,OC,,Subtlety,12978.90
182,Shaydd,Mag'Har Orc,Rogue,Vigil,Horde,Zul'jin,US,,Subtlety,12977.70
183,Jilted,Night Elf,Rogue,Ineffable,Alliance,Turalyon,EU,,Subtlety,12977.30
184,Skeith,Blood Elf,Rogue,Addiction,Horde,Bleeding Hollow,US,,Subtlety,12977.30
185,Nimblydimbly,Undead,Rogue,Full Throttle,Horde,Ragnaros,EU,,Outlaw,12976.10
186,Zehiraxd,Blood Elf,Rogue,Operation Endeavor,Horde,Kazzak,EU,,Subtlety,12973.30
187,Shinnera,Blood Elf,Rogue,Slack N Die,Horde,Blackmoore,EU,DE,Subtlety,12970.60
188,Nilia,Void Elf,Rogue,Wisp,Alliance,Hyjal,EU,FR,Subtlety,12970.10
189,Daggyz,Night Elf,Rogue,Vindicatum,Alliance,Icecrown,US,,Subtlety,12970.10
190,Zellukk,Blood Elf,Rogue,Kipinä,Horde,Twisting Nether,EU,,Subtlety,12968.60
191,Preferr,Human,Rogue,Spinning Coin,Alliance,Ravencrest,EU,,Subtlety,12966.60
192,Stunbot,Orc,Rogue,meh,Horde,Nemesis,EU,,Outlaw,12966.30
193,Hoobashank,Orc,Rogue,Bloom,Horde,Draenor,EU,,Subtlety,12962.20
194,Fitokey,Blood Elf,Rogue,Reload,Horde,Sanguino,EU,ES,Subtlety,12961.90
195,Uvax,Blood Elf,Rogue,Adapt,Horde,Area 52,US,,Outlaw,12959.70
196,Synki,Void Elf,Rogue,In Time,Alliance,Antonidas,EU,DE,Subtlety,12959.50
197,Slasharama,Blood Elf,Rogue,HC,Horde,Burning Legion,US,,Subtlety,12959.20
198,Андэфф,Undead,Rogue,Овертайм,Horde,Ревущий фьорд,EU,RU,Subtlety,12958.60
199,Skywz,Tauren,Monk,Niebelungen,Horde,Khaz Modan,EU,FR,Windwalker,12957.60
200,Shauni,Undead,Rogue,Not Sure If Trolling,Horde,Ragnaros,EU,,Subtlety,12957.40
201,Leõn,Undead,Rogue, ,,Draenor,EU,,Outlaw,12956.20
202,Aaragonneo,Blood Elf,Monk,Lethal,Horde,Thunderhorn,US,,Windwalker,12955.90
203,Райну,Void Elf,Rogue,Люкс Анима,Alliance,Дракономор,EU,RU,Outlaw,12955.40
204,Ecchi,Blood Elf,Rogue,Tilted,Horde,Laughing Skull,US,,Outlaw,12955.10
205,Susânoo,Blood Elf,Rogue,Sacred,Horde,Moon Guard,US,,Subtlety,12953.90
206,Mandosz,Blood Elf,Rogue,Quit,Horde,Kazzak,EU,,Subtlety,12953.30
207,Futaba,Blood Elf,Rogue,Redridge GoonSquad,Horde,Draka,US,,Outlaw,12952.30
208,Summerisles,Blood Elf,Rogue,Ðissuasiøn,Horde,Hyjal,EU,FR,Outlaw,12951.70
209,Robotica,Human,Rogue,Gulch Trotters,Alliance,Frostmourne,OC,,Outlaw,12951.60
210,Specialistt,Dwarf,Rogue, ,,Sargeras,US,,Subtlety,12950.40
211,Lyngodty,Human,Rogue,Synergy,Alliance,Die ewige Wacht,EU,DE,Subtlety,12948.10
212,Ryosun,Void Elf,Monk,Vigil,Alliance,Sargeras,US,,Windwalker,12947.20
213,Rodijak,Blood Elf,Rogue,Xanadu,Horde,Twisting Nether,EU,,Subtlety,12946.60
214,Xariiz,Blood Elf,Rogue,Limit,Horde,Illidan,US,,Subtlety,12946.30
215,Kasemeister,Human,Rogue,Simplicité,Alliance,Korgath,US,,Subtlety,12945.40
216,Rektase,Blood Elf,Rogue,Salty Peaches,Horde,Blackmoore,EU,DE,Subtlety,12944.20
217,Jhrock,Blood Elf,Rogue,Catalysts,Horde,Mal'Ganis,US,,Outlaw,12943.60
218,Wojih,Blood Elf,Rogue,Broken Mind,Horde,Azshara,EU,DE,Outlaw,12943.20
219,Mállang,Blood Elf,Rogue,DMG,Horde,Illidan,US,,Subtlety,12942.60
220,Makswell,Pandaren,Rogue,Late Night Shenani..,Horde,Thrall,US,,Outlaw,12942.50
221,Shiyanâ,Blood Elf,Rogue,Area ThirtyOne,Horde,Eredar,EU,DE,Outlaw,12942.40
222,Dabest,Human,Rogue,So Toxic,Alliance,Dun Modr,EU,ES,Subtlety,12941.90
223,Wenoxer,Blood Elf,Rogue,Error Code,Horde,Burning Legion,EU,,Outlaw,12941.50
224,Raketentoast,Troll,Rogue,KARTOFFELFABRIK,Horde,Blackrock,EU,DE,Subtlety,12939.80
225,Drsoma,Blood Elf,Rogue,Tsu,Horde,Tichondrius,US,,Outlaw,12939.80
226,Test,Undead,Rogue,Wenches Kantine,Horde,Draenor,EU,,Subtlety,12939.30
227,Ziruj,Blood Elf,Rogue,pathetic,Horde,Thrall,EU,DE,Subtlety,12937.50
228,Jmurdah,Orc,Rogue,Loyal,Horde,Kil'Jaeden,US,,Subtlety,12936.80
229,Dahlià,Human,Rogue,Loot moi si tu peux,Alliance,Hyjal,EU,FR,Subtlety,12934.90
230,Supersparks,Troll,Rogue,Mist,Horde,Area 52,US,,Subtlety,12933.70
231,Kaeclya,Human,Rogue, ,,Outland,EU,,Subtlety,12932.20
232,Pîxel,Void Elf,Rogue,In Omnia Paratus,Alliance,Well of Eternity,EU,,Subtlety,12931.30
233,Egeszsegere,Human,Rogue,One of Us,Alliance,Ravencrest,EU,,Subtlety,12930.50
234,Homebakedxyz,Blood Elf,Rogue,Jaded,Horde,Mal'Ganis,US,,Subtlety,12928.60
235,Mínkee,Blood Elf,Rogue,Echelon,Horde,Arygos,EU,DE,Outlaw,12928.10
236,Cached,Void Elf,Rogue,No Big Deal,Alliance,Stormrage,US,,Outlaw,12927.50
237,Soulshard,Troll,Warlock,Alive INC,Horde,Blackhand,EU,DE,Affliction,12927.50
238,Jouric,Blood Elf,Rogue,Epilogue,Horde,Kazzak,EU,,Subtlety,12927.10
239,Daftmonkey,Human,Monk,Zeroes to Heroes,Alliance,Stormrage,US,,Windwalker,12926.60
240,Drdietrich,Blood Elf,Rogue,primus,Horde,Mal'Ganis,EU,DE,Subtlety,12925.30
241,Infight,Nightborne,Rogue,Brünne und Federkiel,Horde,Kult der Verdammten,EU,DE,Subtlety,12923.20
242,Kreayo,Undead,Rogue,Slow Motion,Horde,Ysondre,EU,FR,Subtlety,12922.20
243,Cloud,Blood Elf,Monk,Disposition,Horde,Stormscale,EU,,Windwalker,12921.60
244,Monesalot,Undead,Rogue,Dont Release,Horde,Mug'thol,US,,Subtlety,12921.50
245,Lactated,Tauren,Monk,vodkaz,Horde,Zul'jin,US,,Windwalker,12919.90
246,Grummz,Undead,Rogue,Rum Ham,Horde,Zul'jin,US,,Outlaw,12919.80
247,Kushr,Nightborne,Rogue,Future,Horde,Twisting Nether,EU,,Subtlety,12919.70
248,Fnixi,Troll,Rogue,Rooster Ranch,Horde,Lightning's Blade,EU,,Outlaw,12919.30
249,Rôllo,Blood Elf,Rogue,Use Your Imagination,Horde,Zul'jin,US,,Subtlety,12919.20
250,Mønkas,Blood Elf,Monk,Uimakoulu Titanic,Horde,Stormreaver,EU,,Windwalker,12917.20
251,Frydryce,Mag'Har Orc,Monk,Prevenge,Alliance,Laughing Skull,US,,Windwalker,12916.80
252,Kikolindo,Troll,Hunter,Entangled Roots Tr..,Horde,Aggra,EU,,Survival,12915.40
253,Losertalk,Human,Monk,KingZone,Alliance,Stormrage,US,,Windwalker,12915.30
254,Sicaria,Undead,Rogue,Convention,Horde,Onyxia,EU,DE,Subtlety,12915.10
255,Нэвирил,Night Elf,Rogue,У беляша,Alliance,Гордунни,EU,RU,Subtlety,12914.60
256,Nalanì,Night Elf,Rogue,Ardens Anima,Alliance,Die Todeskrallen,EU,DE,Subtlety,12913.80
257,Grimsx,Troll,Rogue, ,,Twisting Nether,EU,,Outlaw,12913.40
258,Ramtamrogue,Blood Elf,Rogue,Sinister Fate,Horde,Blackhand,EU,DE,Subtlety,12911.90
259,Potatobandit,Blood Elf,Rogue,When Dreams Become..,Horde,Illidan,US,,Subtlety,12911.80
260,Vivio,Blood Elf,Rogue,Not Afraid,Horde,Blackrock,EU,DE,Subtlety,12911.50
261,Màxus,Blood Elf,Rogue,Supremacy,Horde,Well of Eternity,EU,,Subtlety,12911.20
262,Twiceasnice,Undead,Rogue,Magnitude,Horde,Barthilas,OC,,Outlaw,12910.20
263,Zedwerd,Dwarf,Rogue,Bonus Stage,Alliance,Stormrage,US,,Subtlety,12909.70
264,Helloqtcake,Night Elf,Rogue, ,,Hyjal,EU,FR,Outlaw,12909.10
265,Jihl,Blood Elf,Rogue,Voïd,Horde,Hyjal,EU,FR,Outlaw,12909.10
266,Elibe,Blood Elf,Monk,Hoax,Horde,Kazzak,EU,,Windwalker,12907.90
267,Benny,Gnome,Monk,Night Owl,Alliance,Darkspear,US,,Windwalker,12907.60
268,Tihai,Blood Elf,Monk,HTF,Horde,Ragnaros,US,,Windwalker,12905.70
269,Meguy,Blood Elf,Rogue,PTSD,Horde,Deathwing,US,,Subtlety,12905.20
270,Cyanídé,Orc,Rogue,The Early Shift,Horde,Bleeding Hollow,US,,Subtlety,12904.90
271,Rhasalgül,Orc,Hunter,Déjà pris,Horde,Ysondre,EU,FR,Survival,12903.20
272,Joeroguein,Undead,Rogue, ,,Suramar,US,,Outlaw,12903.10
273,Twoshankz,Troll,Rogue,DREAM Whitney,Horde,Bleeding Hollow,US,,Outlaw,12902.90
274,Ассалам,Blood Elf,Rogue,Имбалансед,Horde,Ясеневый лес,EU,RU,Outlaw,12902.80
