Rank,Name,Race,Class,Guild,Faction,Realm,Region,Zone,Spec,SimDPS
1744,Starboý,Human,Rogue,Ethos,Alliance,Emerald Dream,US,,Outlaw,12381.40
1745,Ragebiscuit,Troll,Warlock,Pseudonym,Horde,Arthas,US,,Affliction,12381.20
1746,Нерзот,Dwarf,Rogue,Клуб Бойс,Alliance,Гордунни,EU,RU,Subtlety,12381.10
1747,Duniates,Blood Elf,Paladin,Santa Maria,Horde,Kazzak,EU,,Retribution,12380.80
1748,Bimyou,Undead,Warrior,Grumpy Old Swedes,Horde,Tarren Mill,EU,,Arms,12380.50
1749,Unseenllama,Void Elf,Rogue,Midnight Raiders,Alliance,Antonidas,US,,Subtlety,12380.20
1750,Forhon,Undead,Rogue,YvonneStrahovski F..,Horde,Sinstralis,EU,FR,Subtlety,12380.10
1751,Jinsane,Blood Elf,Paladin,untitled spreadsheet,Horde,Eredar,EU,DE,Retribution,12379.60
1752,Wolof,Blood Elf,Rogue,GAGI BOIS,Horde,Stormscale,EU,,Subtlety,12379.40
1753,Kíllyx,Blood Elf,Rogue,Fragment,Horde,Stormscale,EU,,Subtlety,12379.20
1754,Kó,Orc,Rogue,Lethal,Horde,Blade's Edge,US,,Subtlety,12379.10
1755,Azpctx,Pandaren,Rogue,Defenders of Valor,Alliance,Ravencrest,EU,,Outlaw,12378.80
1756,Saintfurion,Night Elf,Rogue,Pandamonium,Alliance,Magtheridon,US,,Outlaw,12378.70
1757,Zelightsneak,Void Elf,Rogue,Alpha,Alliance,Whisperwind,US,,Outlaw,12378.70
1758,Feii,Blood Elf,Rogue,Placeholder,Horde,Nathrezim,US,,Subtlety,12378.50
1759,Оззильхельма,Blood Elf,Rogue,Полиция Трансмога,Horde,Свежеватель Душ,EU,RU,Subtlety,12378.50
1760,Mhute,Blood Elf,Monk,Variance,Horde,Thrall,US,,Windwalker,12377.90
1761,Dekr,Undead,Rogue,Recurve,Horde,Ragnaros,EU,,Subtlety,12377.80
1762,Highsteps,Orc,Rogue,Addictíon,Horde,Illidan,US,,Subtlety,12377.80
1763,Vikä,Human,Warlock,Affinity,Alliance,Dun Modr,EU,ES,Affliction,12377.60
1764,Kushelicious,Blood Elf,Hunter, ,,Stormscale,EU,,Havoc,12377.40
1765,Lig,Pandaren,Rogue, ,,Mal'Ganis,US,,Outlaw,12376.70
1766,Killingspee,Orc,Rogue,A Guild Has No Name,Horde,Hyjal,US,,Subtlety,12376.70
1767,Flem,Troll,Warlock,Tartse au Murloc,Horde,Hyjal,EU,FR,Affliction,12376.60
1768,Brightlíght,Blood Elf,Rogue,Dilemma,Horde,Stormscale,EU,,Outlaw,12376.50
1769,Keylt,Human,Monk,Ash,Alliance,Kirin Tor,EU,FR,Windwalker,12376.40
1770,Vathiea,Blood Elf,Rogue,Forever as One,Horde,Burning Legion,EU,,Outlaw,12376.30
1771,Adioo,Tauren,Monk,vDo,Horde,Thrall,EU,DE,Windwalker,12375.60
1772,Lara,Human,Rogue,Exodus,Alliance,Deathwing,EU,,Subtlety,12375.50
1773,Dhs,Night Elf,Hunter,Ultra Instinct,Alliance,Dalaran,US,,Havoc,12375.40
1774,Gamergirl,Pandaren,Warrior,Substance,Horde,Mal'Ganis,US,,Arms,12375.30
1775,Honeybadgèr,Blood Elf,Hunter,Mystery Incorporated,Horde,Emerald Dream,US,,Havoc,12375.30
1776,Eisd,Night Elf,Hunter, ,,Frostmourne,OC,,Havoc,12374.90
1777,Sòul,Blood Elf,Monk,Shattrath Island,Horde,Eredar,EU,DE,Windwalker,12374.50
1778,Shínox,Pandaren,Rogue,Regulate,Horde,Thrall,EU,DE,Outlaw,12374.10
1779,Imtwelvehaha,Night Elf,Hunter,Cute Anime Girls,Alliance,Frostmourne,OC,,Havoc,12373.90
1780,Gnogue,Gnome,Rogue,Lobsters of Spice ..,Alliance,Silvermoon,EU,,Outlaw,12373.90
1781,Electrolytes,Blood Elf,Rogue,Ambiguously Offens..,Horde,Mal'Ganis,US,,Subtlety,12373.40
1782,Retylw,Troll,Warlock,Innominatum,Horde,Twisting Nether,EU,,Affliction,12373.30
1783,Amiray,Void Elf,Rogue,Gray Parsing Scrubs,Alliance,Kel'Thuzad,US,,Outlaw,12372.70
1784,Rinchenyama,Pandaren,Monk,Phoeníx,Horde,Burning Legion,EU,,Windwalker,12372.60
1785,Zny,Void Elf,Monk,NerdzZ,Alliance,Madmortem,EU,DE,Windwalker,12372.50
1786,Captnswordy,Blood Elf,Rogue,Mythic Casuals,Horde,Kazzak,EU,,Outlaw,12372.10
1787,Cryld,Void Elf,Rogue,Os Fofos,Alliance,Krasus,EU,FR,Outlaw,12371.70
1788,Swisher,Human,,Nerv,Alliance,Stormrage,US,,Frost,12371.40
1789,Khalrun,Blood Elf,Hunter,I N F E S T,Horde,Twisting Nether,EU,,Havoc,12371.20
1790,Dolamii,Nightborne,Rogue, ,,Jubei'Thos,OC,,Subtlety,12371.10
1791,Naleseg,Human,Rogue,Resolve,Alliance,Nagrand,EU,,Subtlety,12370.70
1792,Daddyrekt,Blood Elf,Rogue,Aerials,Horde,Burning Legion,EU,,Subtlety,12370.70
1793,Séphiras,Human,Rogue,The Octopus Imperium,Alliance,Hyjal,EU,FR,Outlaw,12370.60
1794,Штезик,Human,Rogue,Последний Оплот Св..,Alliance,Гордунни,EU,RU,Outlaw,12370.50
1795,Hollýwood,Human,Rogue,Handicap Hangtime,Alliance,Aerie Peak,US,,Outlaw,12370.20
1796,Legina,Blood Elf,Rogue,Freak Me Out,Horde,Ragnaros,EU,,Subtlety,12369.90
1797,Toxictrash,Void Elf,Rogue,The Lost Souls,Alliance,Bronzebeard,EU,,Subtlety,12369.90
1798,Xwq,Undead,Rogue,Wiping As Intended,Horde,Draenor,EU,,Subtlety,12369.80
1799,Chilidan,Night Elf,Hunter,Halo,Alliance,Silvermoon,EU,,Havoc,12369.50
1800,Bielefeldt,Human,Paladin,Late Night Raiderz,Alliance,Ravencrest,EU,,Retribution,12369.40
1801,Убикок,Troll,Warlock,Экзорсус,Horde,Ревущий фьорд,EU,RU,Affliction,12368.70
1802,Teadoe,Draenei,Paladin,Hurtful,Alliance,Stormrage,US,,Retribution,12368.70
1803,Poisoner,Blood Elf,Rogue,Dumb Ways to Die,Horde,Azralon,US,BR,Subtlety,12368.60
1804,Ärdbäär,Pandaren,Monk,zerSCHMETTERLINGE,Alliance,Malygos,EU,DE,Windwalker,12368.60
1805,Nøsferatü,Troll,Warlock,New Age,Horde,Hyjal,EU,FR,Affliction,12368.40
1806,Trustiee,Night Elf,Rogue, ,,Stormrage,US,,Subtlety,12368.40
1807,Ahriah,Blood Elf,Hunter,Made in China,Horde,Azralon,US,BR,Survival,12368.30
1808,Vodkadash,Night Elf,Hunter,Style,Alliance,Sargeras,US,,Havoc,12368.30
1809,Orangeé,Pandaren,Monk,Arc,Horde,Draenor,EU,,Windwalker,12368.30
1810,Рипфилд,Night Elf,Hunter,Хуже уже не будет,Alliance,Подземье,EU,RU,Havoc,12368.20
1811,Tadorz,Blood Elf,Rogue,ScrubBusters,Horde,Twisting Nether,EU,,Outlaw,12368.20
1812,Yabizzle,Blood Elf,Rogue,Suspects,Horde,Illidan,US,,Subtlety,12368.10
1813,Despacho,Undead,Rogue,Azeroth Pride,Horde,Twisting Nether,EU,,Outlaw,12367.80
1814,Cort,Orc,Rogue,Furiosa,Horde,Arthas,US,,Outlaw,12367.70
1815,Dmca,Blood Elf,Rogue,Synthesize,Horde,Turalyon,US,,Outlaw,12367.50
1816,Baldaeir,Human,Hunter,Limited Liability,Alliance,Sargeras,US,,Beast Mastery,12367.40
1817,Wrathon,Night Elf,Rogue,Sketchy,Alliance,Silvermoon,EU,,Outlaw,12367.40
1817,Wrathon,Night Elf,Rogue,Sketchy,Alliance,Silvermoon,EU,,Outlaw,12367.40
1819,Mietzi,Gnome,Rogue,Dice of Justice,Alliance,Aegwynn,EU,DE,Outlaw,12367.40
1820,Voidlivion,Void Elf,Rogue,Mad Prophets,Alliance,Dath'Remar,OC,,Outlaw,12367.30
1821,Tejo,Undead,Rogue,nOir,Horde,Sanguino,EU,ES,Outlaw,12367.10
1822,Tjxdh,Blood Elf,Hunter,Nihilum,Horde,Tarren Mill,EU,,Havoc,12366.80
1823,Ðragonsaber,Human,Paladin,Indestructible,Alliance,Kel'Thuzad,US,,Retribution,12366.80
1824,Rumablyat,Night Elf,Hunter,Discordîa,Alliance,Exodar,EU,ES,Havoc,12366.70
1825,Fitso,Nightborne,Rogue,Iron Bro,Horde,Draenor,EU,,Outlaw,12366.50
1826,Лиет,Blood Elf,Paladin,Кто все эти Люди,Horde,Пиратская Бухта,EU,RU,Retribution,12366.40
1827,Effexor,Troll,Mage,Mind Blown,Horde,Drak'thul,EU,,Arcane,12366.40
1828,Eladrith,Night Elf,Hunter,Brutality,Alliance,Dun Modr,EU,ES,Havoc,12366.30
1829,Effz,Blood Elf,Rogue,Brain on GCD,Horde,Kil'Jaeden,US,,Outlaw,12366.20
1830,Preparedshoe,Night Elf,Hunter,Gray Parses Only,Alliance,Stormrage,US,,Havoc,12365.40
1831,Zid,Undead,Rogue,Doing It Live,Horde,Mal'Ganis,US,,Subtlety,12364.80
1832,Goblerz,Undead,Rogue,Meliora,Horde,Tarren Mill,EU,,Outlaw,12364.80
1833,Evølutiøn,Blood Elf,Paladin,Ex Elysium,Horde,Die Todeskrallen,EU,DE,Retribution,12364.60
1834,Thaine,Blood Elf,Monk,Darksiders,Horde,Nathrezim,EU,DE,Windwalker,12364.50
1835,Фумеко,Void Elf,Rogue, ,,Гордунни,EU,RU,Outlaw,12364.20
1836,Patrush,Undead,Rogue,Intern Made This B..,Horde,Illidan,US,,Subtlety,12364.20
1837,Secretfel,Blood Elf,Hunter,Nerd Rage,Horde,Tichondrius,US,,Havoc,12364.20
1838,Мастерчу,Undead,Rogue,Спектр,Horde,Ревущий фьорд,EU,RU,Assassination,12363.90
1839,Idros,Blood Elf,Paladin,Green Mamba,Horde,Area 52,EU,DE,Retribution,12363.60
1840,Razss,Blood Elf,Rogue,Semantics,Horde,Mal'Ganis,US,,Outlaw,12363.50
1841,Raapii,Blood Elf,Paladin,Original,Horde,Stormreaver,EU,,Retribution,12363.40
1842,Trisx,Blood Elf,Monk,Toast IlI,Horde,Area 52,US,,Windwalker,12363.20
1843,Lìara,Night Elf,Hunter,Limited Edition,Alliance,Frostmane,EU,,Havoc,12362.90
1844,Shînlong,Troll,Warlock,NonSense,Horde,Blackrock,EU,DE,Affliction,12362.90
1845,Mavh,Blood Elf,Monk,Untold Prophecy,Horde,Zul'jin,US,,Windwalker,12362.90
1846,Imppa,Human,Warlock,Adrenaline,Alliance,Dun Modr,EU,ES,Affliction,12362.80
1847,Сорижарко,Blood Elf,Rogue, ,,Ревущий фьорд,EU,RU,Subtlety,12362.70
1848,Lockando,Human,Warlock,Prime,Alliance,Defias Brotherhood,EU,,Affliction,12362.60
1849,Unixia,Blood Elf,Hunter,Unlucky,Horde,Illidan,US,,Havoc,12361.90
1850,Cwaston,Void Elf,Monk,Delete,Alliance,Kel'Thuzad,US,,Windwalker,12361.90
1851,Golfcart,Void Elf,Warlock,The Family Business,Alliance,Sargeras,US,,Affliction,12361.40
1852,Badler,Blood Elf,Hunter,Raid Lives Matter,Horde,Zul'jin,US,,Havoc,12361.10
1853,Yatah,Troll,Monk,Freaks,Horde,Kael'Thas,EU,FR,Windwalker,12360.80
1854,Kononafide,Blood Elf,Paladin,Terrible Terrible ..,Horde,Burning Legion,EU,,Retribution,12360.80
1855,Miikkaela,Troll,Warlock,Red Ribbon Armee,Horde,Blackhand,EU,DE,Affliction,12360.70
1856,Shiy,Blood Elf,Rogue,Style,Horde,Illidan,US,,Outlaw,12360.50
1857,Dhc,Blood Elf,Hunter,Washed Up Scrubs,Horde,Mal'Ganis,US,,Havoc,12360.40
1858,Oppenheiler,Blood Elf,Paladin,Dressed to Impress,Horde,Thrall,EU,DE,Retribution,12360.40
1859,Decenary,Blood Elf,Hunter,vodkaz,Horde,Zul'jin,US,,Havoc,12360.40
1860,Dishiestfred,Human,Rogue,Sons of Anduín,Alliance,Silvermoon,EU,,Outlaw,12359.90
1861,Demonberry,Night Elf,Hunter,Sublime,Alliance,Borean Tundra,US,,Havoc,12359.60
1862,Xeka,Human,Rogue,NMP AND FRIENDS,Alliance,Kel'Thuzad,US,,Subtlety,12358.80
1863,Myboyfriend,Orc,Rogue,Envy,Horde,Kil'Jaeden,US,,Subtlety,12358.50
1864,Havoc,Night Elf,Hunter,Apatheia,Alliance,Khadgar,US,,Havoc,12358.40
1865,Shirowneko,Blood Elf,Hunter,KARMACODE,Horde,Azralon,US,BR,Havoc,12358.40
1866,Jumpism,Blood Elf,Hunter,The Flying Hellfish,Horde,Kil'Jaeden,US,,Havoc,12358.30
1867,Lowken,Orc,Hunter,NO CHANGES,Horde,Mal'Ganis,US,,Beast Mastery,12357.70
1868,Crypsix,Blood Elf,Hunter,Megalomania,Horde,Stormscale,EU,,Havoc,12357.60
1869,Vast,Orc,Rogue,N E R D,Horde,Burning Legion,EU,,Subtlety,12357.60
1870,Pughxl,Void Elf,Monk, ,,Silvermoon,EU,,Windwalker,12357.20
1871,Сонир,Blood Elf,Rogue,Афины,Horde,Свежеватель Душ,EU,RU,Outlaw,12356.80
1872,Taytaÿ,Pandaren,Monk,BadKarma,Horde,Draenor,EU,,Windwalker,12356.70
1873,Concac,Troll,Warlock,Enigma,Horde,Saurfang,OC,,Affliction,12356.30
1874,Xyleniz,Blood Elf,Hunter,Demons,Horde,Blackrock,EU,DE,Havoc,12356.10
1875,Smootìe,Nightborne,Rogue,Ricard Pâté Tradit..,Horde,Hyjal,EU,FR,Subtlety,12356.10
1876,Jeycir,Night Elf,Hunter,Relocked,Alliance,Blackmoore,EU,DE,Havoc,12355.90
1877,Insea,Blood Elf,Hunter,Frog Rises,Horde,Garona,EU,FR,Havoc,12355.70
1878,Amisora,Blood Elf,Hunter,Divine,Horde,Zul'jin,US,,Havoc,12355.70
1879,Marlow,Blood Elf,Rogue,Imprint,Horde,Zenedar,EU,,Outlaw,12355.50
1880,Vaastonrog,Blood Elf,Rogue,Wings of Ysondre,Horde,Blackmoore,EU,DE,Subtlety,12355.40
1881,Snorkel,Tauren,Monk,First Blood,Horde,Ragnaros,EU,,Windwalker,12355.30
1882,Nebb,Nightborne,Rogue, ,,Deathwing,EU,,Outlaw,12355.30
1883,Supersurge,Human,Rogue,Godless,Alliance,Lightbringer,EU,,Subtlety,12354.80
1884,Zeffuss,Blood Elf,Rogue,WRONG,Horde,Tichondrius,US,,Outlaw,12354.80
1885,Ballinrogue,Night Elf,Rogue,Delusional,Alliance,Ravencrest,EU,,Outlaw,12354.50
1886,Wassabî,Blood Elf,Hunter,Exposed,Horde,Drak'thul,EU,,Havoc,12354.50
1887,Rambois,Night Elf,Hunter,Storm,Alliance,Stormrage,US,,Havoc,12354.40
1888,Konstantino,Troll,Rogue,March on Eventide,Horde,Stormreaver,US,,Outlaw,12354.30
1889,Shaydowz,Void Elf,Rogue,Cute Anime Girls,Alliance,Frostmourne,OC,,Outlaw,12354.30
1890,Thieved,Undead,Rogue,Abandon Ship,Horde,Area 52,US,,Subtlety,12354.10
1891,Füri,Human,Paladin,Nemesis,Alliance,Frostmourne,OC,,Retribution,12353.90
1892,Кларнесса,Blood Elf,Hunter,Восточный Ветер,Horde,Свежеватель Душ,EU,RU,Havoc,12353.80
1893,Mujahideen,Troll,Hunter,Nothing But Trouble,Horde,Arthas,US,,Beast Mastery,12353.50
1894,Ruïnero,Blood Elf,Rogue,High Quality,Horde,C'thun,EU,ES,Subtlety,12353.50
1895,Йогайз,Blood Elf,Rogue,Могло быть и хуже,Horde,Ревущий фьорд,EU,RU,Outlaw,12353.10
1896,Arkilion,Blood Elf,Paladin,Purged,Horde,Aggra,EU,,Retribution,12352.50
1897,Zíppô,Goblin,Rogue,Pepe,Horde,Blackrock,EU,DE,Subtlety,12352.40
1898,Samyra,Human,Warlock,Quantum Coherence,Alliance,Blackmoore,EU,DE,Affliction,12352.30
1899,Zubi,Troll,Hunter,Amused to Death,Horde,Defias Brotherhood,EU,,Beast Mastery,12352.30
1900,Zulfer,Pandaren,Rogue,Neon,Horde,Karazhan,EU,,Outlaw,12351.90
1901,Daelyria,Blood Elf,Rogue,Anømaly,Horde,Quel'Thalas,US,,Subtlety,12351.90
1902,Juñzo,Undead,Rogue,Swiftness,Horde,Hyjal,EU,FR,Outlaw,12351.90
1903,Twigload,Goblin,Mage,Mutineers,Horde,Stormscale,EU,,Arcane,12351.80
1904,Saxero,Orc,Hunter,Lakko,Horde,Defias Brotherhood,EU,,Survival,12351.60
1905,Erryn,Undead,Rogue,OBSCURE REFERENCE,Horde,Mal'Ganis,US,,Subtlety,12351.40
1906,Flok,Orc,Rogue,U T O P Í A,Horde,Sanguino,EU,ES,Outlaw,12350.80
1907,Nnafu,Blood Elf,Rogue,The Silmarillion,Horde,Kazzak,EU,,Subtlety,12350.70
1908,Tøxinz,Human,Rogue,Stay Down,Alliance,Sargeras,US,,Subtlety,12350.50
1909,Crematus,Troll,Rogue,Exposed,Horde,Barthilas,OC,,Outlaw,12350.20
1909,Ksengg,Blood Elf,Hunter,Technique,Horde,Illidan,US,,Havoc,12350.20
1911,Huntingbjørn,Blood Elf,Hunter,Ninth Order,Horde,Draenor,EU,,Havoc,12350.20
1912,Янглав,Undead,Rogue,Изгнанники Лордерона,Horde,Борейская тундра,EU,RU,Outlaw,12350.20
1913,Pyrosi,Blood Elf,Rogue,Reclaim,Horde,Kazzak,EU,,Subtlety,12350.10
1914,Lethalxl,Gnome,Rogue,Gray Parses Only,Alliance,Stormrage,US,,Outlaw,12349.90
1915,Jökjonte,Undead,Rogue,Chiraqs Finest,Horde,Stormscale,EU,,Outlaw,12349.90
1916,Nihasa,Blood Elf,Hunter,Avoid,Horde,Nathrezim,EU,DE,Survival,12349.40
1917,Mikooel,Orc,Hunter,FINSTACK,Horde,Stormreaver,EU,,Beast Mastery,12349.40
1918,Keyframe,Void Elf,Rogue,Oath,Alliance,Sargeras,US,,Outlaw,12349.40
1919,Kurimjuri,Orc,Rogue,Vibe,Horde,Blackmoore,EU,DE,Outlaw,12349.30
1920,Louzar,Troll,Rogue,Adversaries,Horde,Zul'jin,US,,Outlaw,12349.20
1921,Lulweeb,Blood Elf,Hunter,Hindsight,Horde,Barthilas,OC,,Havoc,12349.10
1922,Lilliene,Void Elf,Rogue,Space Cadets,Alliance,Proudmoore,US,,Outlaw,12348.90
1923,Meltiz,Undead,Rogue,Stille,Horde,Nathrezim,EU,DE,Outlaw,12348.70
1924,Fkdawg,Orc,Warrior,Godsen,Horde,Draenor,EU,,Arms,12348.70
1925,Nezartus,Blood Elf,Hunter,Way to Toxic,Horde,Burning Legion,EU,,Havoc,12348.70
1926,Sixpathz,Blood Elf,Hunter,Yup,Horde,Mal'Ganis,US,,Havoc,12348.50
1927,Zugma,Human,Rogue,Unfortunate Chaos,Alliance,Silvermoon,EU,,Subtlety,12348.50
1928,Сэмриэла,Human,Rogue,Продлеваем кд,Alliance,Гром,EU,RU,Subtlety,12347.80
1929,Peïne,Dwarf,Rogue,Dragoons Legend,Alliance,Suramar,EU,FR,Outlaw,12347.70
1930,Blàllo,Orc,Hunter,Solitari,Horde,Well of Eternity,EU,,Beast Mastery,12347.20
1931,Keakamai,Blood Elf,Hunter, ,,Zul'jin,US,,Havoc,12347.20
1932,Ninynine,Orc,Hunter, ,,Kil'Jaeden,US,,Beast Mastery,12347.20
1933,Sassyfras,Troll,Mage,Incarnate,Horde,Tortheldrin,US,,Arcane,12346.70
1934,Banned,Blood Elf,Mage,Bloom,Horde,Draenor,EU,,Arcane,12346.30
1935,Onionßro,Blood Elf,Hunter,Overworked and Und..,Horde,Thrall,US,,Havoc,12346.30
1936,Gríft,Undead,Rogue,f u l k n e p,Horde,Kazzak,EU,,Outlaw,12346.30
1937,Dooly,Troll,Mage,Crew,Horde,Tarren Mill,EU,,Arcane,12346.10
1938,Mezakabul,Blood Elf,Rogue,Tabbed Out,Horde,Bleeding Hollow,US,,Outlaw,12345.60
1939,Macralock,Nightborne,Warlock,Not So lost,Horde,Hyjal,EU,FR,Affliction,12345.20
1940,Velpat,Undead,Rogue,Crypt,Horde,Draenor,EU,,Subtlety,12344.90
1941,Niperg,Blood Elf,Rogue,Anatidaephobia,Horde,Stormreaver,EU,,Outlaw,12344.90
1942,Xxmakaveli,Void Elf,Rogue,Doing the Lords Work,Alliance,Stormrage,US,,Subtlety,12344.80
1943,Pepitto,Gnome,Rogue,Westbrook Wardens,Alliance,Moon Guard,US,,Outlaw,12344.80
1944,Locó,Blood Elf,Monk,Infernum,Horde,Hyjal,US,,Windwalker,12344.80
1945,Clintstevens,Night Elf,Rogue, ,,Stormrage,US,,Outlaw,12344.70
1946,Мэдчестэр,Night Elf,Rogue,Там Разберёмся,Alliance,Гордунни,EU,RU,Outlaw,12344.60
1947,Ario,Blood Elf,Hunter, ,,Darkspear,US,,Havoc,12344.40
1948,Oddlad,Blood Elf,Paladin,Tiny Beef Gang,Horde,Area 52,US,,Retribution,12344.30
1949,Qarnyx,Dwarf,Rogue,The Family Business,Alliance,Sargeras,US,,Subtlety,12344.10
1950,Infectedqt,Pandaren,Rogue,One of Us,Horde,Kazzak,EU,,Outlaw,12343.80
1951,Synell,Undead,Rogue,Unic,Horde,Gorgonnash,EU,DE,Outlaw,12343.60
1952,Elmosive,Troll,Mage,Unrivaled,Horde,Stormreaver,US,,Arcane,12343.50
1953,Nephvancleef,Undead,Rogue,Northwind,Horde,Mannoroth,EU,DE,Outlaw,12343.50
1954,Unssi,Undead,Rogue,Severity,Horde,Barthilas,OC,,Outlaw,12343.30
1955,Shínyumbreon,Blood Elf,Hunter,MRK,Horde,Kazzak,EU,,Havoc,12342.80
1956,Pyrothec,Gnome,Rogue,OMG they killed Mu..,Alliance,Dalaran,EU,FR,Outlaw,12342.60
1957,Hitto,Troll,Rogue,Unknøwn,Horde,Hyjal,EU,FR,Outlaw,12342.40
1958,Shanktown,Blood Elf,Rogue,Hive Mind,Horde,Tichondrius,US,,Outlaw,12342.30
1959,Lazypanda,Pandaren,Monk,RUM,Horde,Dreadmaul,OC,,Windwalker,12342.30
1960,Jagger,Orc,Rogue,Shepherds,Horde,Twilight's Hammer,EU,,Subtlety,12342.10
1961,Astrono,Undead,Rogue,Goon Squad,Horde,Defias Brotherhood,EU,,Outlaw,12341.50
1962,Азанк,Troll,Mage,Тайга,Horde,Ясеневый лес,EU,RU,Arcane,12341.20
1963,Velaalda,Dwarf,Paladin,Unified,Alliance,Sargeras,US,,Retribution,12341.20
1964,Angmär,Human,Warlock,Eureka,Alliance,Dun Modr,EU,ES,Affliction,12341.10
1965,Chubiana,Void Elf,Rogue,JustDutch,Alliance,Frostmane,EU,,Subtlety,12341.10
1966,Иниссел,Blood Elf,Rogue,Октагон,Horde,Свежеватель Душ,EU,RU,Subtlety,12340.90
1967,Dakel,Undead,Rogue,Accession,Horde,Mal'Ganis,US,,Outlaw,12340.80
1968,Exträ,Blood Elf,Hunter,Fire Dawn,Horde,Archimonde,EU,FR,Havoc,12340.80
1969,Malkzz,Orc,Rogue,The Iron Society,Horde,Kazzak,EU,,Outlaw,12340.60
1970,Herciee,Blood Elf,Monk,Concept,Horde,Tichondrius,US,,Windwalker,12340.40
1971,Shiina,Blood Elf,,Tilted,Horde,Laughing Skull,US,,Frost,12340.30
1972,Moonstriker,Nightborne,Rogue,Dominant Peons,Horde,Thrall,EU,DE,Outlaw,12340.30
1973,Extingra,Blood Elf,Hunter,Blood Legion,Horde,Illidan,US,,Havoc,12340.20
1974,Celdron,Undead,Rogue, ,,Blackrock,EU,DE,Outlaw,12340.10
1975,Neevee,Blood Elf,Rogue,Doom of Legions,Horde,Blackhand,EU,DE,Subtlety,12339.90
1976,Soundofchaos,Orc,Warlock,ADVANCE POSITION,Horde,Kil'Jaeden,US,,Affliction,12339.80
1977,Esildra,Human,Warlock,No Hard Feelings,Alliance,Silvermoon,EU,,Affliction,12339.60
1978,Федоха,Nightborne,Mage,Гильдия Славы,Horde,Свежеватель Душ,EU,RU,Arcane,12339.30
1977,Seldagony,Void Elf,Rogue,No Fun,Alliance,Proudmoore,US,,Subtlety,12339.30
1980,Hitpóint,Human,Paladin,LENG SQUAD,Alliance,Outland,EU,,Retribution,12339.20
1981,Стингрог,Undead,Rogue,Инитиум,Horde,Ревущий фьорд,EU,RU,Subtlety,12339.20
1982,Showbiz,Blood Elf,Paladin,Skeppet och Tunnan,Horde,Argent Dawn,EU,,Retribution,12338.90
1983,Crisavage,Blood Elf,Hunter,Bad Luck,Horde,Tarren Mill,EU,,Beast Mastery,12338.80
1984,Skymaru,Blood Elf,Paladin,Sylvanas Garde,Horde,Forscherliga,EU,DE,Retribution,12338.70
1985,Marclivis,Goblin,Rogue,Bad,Horde,Dragonmaw,US,,Outlaw,12338.50
1986,Crited,Undead,Rogue,Refrigeraiders,Horde,Tarren Mill,EU,,Outlaw,12338.50
1987,Karie,Worgen,Hunter,Dawnraisers,Alliance,Moon Guard,US,,Survival,12338.20
1988,Thanatiell,Night Elf,Hunter,Final Try,Alliance,Antonidas,EU,DE,Havoc,12338.20
1989,Hijirí,Blood Elf,Hunter,MOX,Horde,Thrall,EU,DE,Havoc,12338.20
1990,Justbuildlol,Blood Elf,Hunter,Vestige,Horde,Area 52,US,,Havoc,12338.20
1991,Aerese,Blood Elf,Rogue,Arathian Knights,Horde,Hyjal,US,,Subtlety,12337.90
1992,Cultroo,Undead,Rogue,Autumn,Horde,Kil'Jaeden,US,,Subtlety,12337.80
1993,Xonìc,Undead,Rogue,dreissig cm unbuffed,Horde,Blackmoore,EU,DE,Subtlety,12337.70
1994,Axcennts,Blood Elf,Monk,Rise,Horde,Zul'jin,US,,Windwalker,12337.60
1995,Shanky,Blood Elf,Rogue,Entity,Horde,Zul'jin,US,,Subtlety,12337.60
1996,Твистед,Blood Elf,Rogue, ,,Седогрив,EU,RU,Outlaw,12337.40
1997,Ryanbaby,Night Elf,Hunter,Censored,Alliance,Sargeras,US,,Havoc,12337.20
1998,Carrb,Blood Elf,Hunter,Deadbeat Dads,Horde,Zul'jin,US,,Havoc,12337.20
1999,Valnyri,Night Elf,Hunter,Distortion,Alliance,Caelestrasz,OC,,Havoc,12337.10
2000,Ghlamourous,Night Elf,Hunter,Unified,Alliance,Sargeras,US,,Havoc,12337.10
2001,Felomel,Night Elf,Hunter,Symmetric,Alliance,Stormrage,US,,Havoc,12337.10
2002,Dermitdemhut,Troll,Monk,Legends of Hell,Horde,Blackrock,EU,DE,Windwalker,12336.30
2003,Steelwild,Night Elf,Hunter,FORCE,Alliance,Turalyon,US,,Survival,12336.30
2004,Линкинпарк,Undead,Rogue,Банхаммер,Horde,Ревущий фьорд,EU,RU,Subtlety,12335.90
2005,Ildrato,Blood Elf,Hunter,Renascentia,Horde,Ragnaros,EU,,Havoc,12335.90
2006,Liprogue,Blood Elf,Rogue,Limit,Horde,Illidan,US,,Subtlety,12335.80
2007,Søren,Blood Elf,Rogue,Dont Release,Horde,Rivendare,US,,Outlaw,12335.60
2008,Zentiva,Pandaren,Monk,Sway,Alliance,Antonidas,EU,DE,Windwalker,12335.50
2009,Jaycub,Night Elf,Hunter,Quelm,Alliance,Nagrand,EU,,Havoc,12334.80
2010,Nivez,Blood Elf,Hunter,to be determined,Horde,Die Arguswacht,EU,DE,Havoc,12334.40
2011,Mattdh,Night Elf,Hunter,Shattered Fates,Alliance,Medivh,US,,Havoc,12334.40
2012,Sarkhor,Blood Elf,Rogue,MosstrooperS,Horde,Burning Blade,EU,,Subtlety,12333.90
